"customer_id","customer_name","birth_date","marital_status","gender","yearlyincome","addressline1","city","state","country","postal_code"
13669,"Kristy Gill","1968-08-30","M","F","60000.00","3675 Q St.","Gold Coast","Queensland","Australia","4217"
13670,"Brittney K Zeng","1969-03-26","S","F","60000.00","9389 Fern Leaf Lane","Port Macquarie","New South Wales","Australia","2444"
13671,"Frank Ramos","1979-08-07","S","M","30000.00","Carlsplatz 43","Poing","Saarland","Germany","66041"
13672,"Benjamin C Davis","1985-12-05","S","M","20000.00","11, quai de l´ Iton","Lille","Nord","France","59000"
13673,"Sandra He","1986-05-13","S","F","20000.00","9, avenue Reille","Verrieres Le Buisson","Essonne","France","91370"
13674,"Drew L Shen","1985-07-12","S","M","20000.00","401, rue de Cambrai","Paris","Seine (Paris)","France","75012"
13675,"Stanley Sai","1985-10-07","S","M","20000.00","3704 Panoramic Drive","London","England","United Kingdom","W1X3SE"
13676,"George L Kapoor","1986-01-14","M","M","20000.00","4613 Benedict Court","W. York","England","United Kingdom","BD1 4SJ"
13677,"Brian T Albrecht","1983-09-25","S","F","30000.00","Heiderweg 4624","Saarbrücken","Saarland","Germany","66001"
13678,"Warren A Goel","1979-12-23","M","M","40000.00","9236 Woodland Drive","High Wycombe","England","United Kingdom","HP10 9QY"
13679,"Sandra Li","1979-08-03","M","F","40000.00","1102 Geary Ct","Lancaster","England","United Kingdom","LA1 1LN"
13680,"Jan K Watson","1980-05-16","M","F","40000.00","37 Amaranth Way","Warrington","England","United Kingdom","WA1"
13681,"Adam A Hall","1979-05-18","S","M","30000.00","91, rue de la Cavalerie","Paris","Seine (Paris)","France","75007"
13682,"Fernando M Lopez","1978-10-23","S","M","30000.00","Königstr 27","Paderborn","Nordrhein-Westfalen","Germany","33098"
13683,"Sheila C Torres","1979-06-02","S","F","30000.00","Postfach 55 99 99","Kiel","Saarland","Germany","24044"
13684,"Francis Dominguez","1983-05-11","S","M","10000.00","Am Karlshof 8","Kassel","Hessen","Germany","34117"
13685,"Briana Torres","1984-02-13","M","F","40000.00","Königstr 873","Berlin","Hessen","Germany","12171"
13686,"Peter Jai","1979-04-13","M","M","40000.00","Hunzinger Allee 153","Dresden","Hessen","Germany","01071"
13687,"Mario Xie","1979-02-15","M","M","40000.00","1339 W. Hookston Road","Bury","England","United Kingdom","PE17"
13688,"Ruben S Sanchez","1978-12-17","S","M","50000.00","5828 Clark Creek Lane","Oxon","England","United Kingdom","OX16 8RS"
13689,"Teresa Ramos","1978-10-19","S","F","50000.00","3883 Kirkwood Dr","York","England","United Kingdom","Y024 1GF"
13690,"Claudia Gao","1977-08-16","S","F","20000.00","4179 Green St.","W. York","England","United Kingdom","BD1 4SJ"
13691,"Ariana J Bailey","1983-10-19","S","F","40000.00","1936 Balance Ct","Billericay","England","United Kingdom","CM11"
13692,"Curtis E Li","1983-10-18","M","M","40000.00","9879 Hedaro Court","Cambridge","England","United Kingdom","CB4 4BZ"
13693,"Dominic L Gonzalez","1976-08-05","S","M","20000.00","3817 Green Hill Rd.","London","England","United Kingdom","E17 6JF"
13694,"Savannah E Gray","1982-12-10","S","F","30000.00","9617 Pheasant Ct","Gateshead","England","United Kingdom","GA10"
13695,"Christian H Clark","1976-10-20","S","M","30000.00","762, place du Tertre","Roubaix","Nord","France","59100"
13696,"Katherine Edwards","1977-05-14","S","F","40000.00","Zollstr 62","Neunkirchen","Saarland","Germany","66578"
13697,"Jésus K Munoz","1976-12-21","S","M","40000.00","Am Gallberg 222","Offenbach","Saarland","Germany","63009"
13698,"Catherine Sanchez","1976-03-31","S","F","40000.00","Viktoria-Luise-Platz 45","Kassel","Hessen","Germany","34117"
13699,"Rachel Alexander","1980-07-21","S","F","40000.00","7429 La Cadena","Milwaukie","Oregon","United States","97222"
13700,"Evan S Howard","1980-08-30","S","M","40000.00","1506 Newton Way","Daly City","California","United States","94015"
13701,"Haley Scott","1980-05-22","S","F","40000.00","2905 Limeridge Drive","Newton","British Columbia","Canada","V2M1N7"
13702,"Jessie D Suarez","1979-12-14","S","F","40000.00","431 Riverside Drive","Chula Vista","California","United States","91910"
13703,"Mackenzie J Sanders","1979-12-02","S","F","30000.00","6606 Thistle Circle","Kirkland","Washington","United States","98033"
13704,"Victoria J Davis","1980-03-09","S","F","30000.00","9512 Sun View Court","Walla Walla","Washington","United States","99362"
13705,"Blake Mitchell","1980-02-09","S","M","30000.00","6441 Kathleen Drive","Portland","Oregon","United States","97205"
13706,"Kaitlyn S Peterson","1980-12-13","S","F","40000.00","7537 Kaski Lane","Cliffside","British Columbia","Canada","V8Y 1L1"
13707,"Austin Smith","1981-05-18","M","M","40000.00","5287 Geary Road","Royal Oak","British Columbia","Canada","V8X"
13708,"Jennifer G Bennett","1971-10-01","S","F","60000.00","7769 Holton Court","Cliffside","British Columbia","Canada","V8Y 1L1"
13709,"Zachary L Robinson","1983-02-07","S","M","60000.00","8964 Mills Dr.","Langford","British Columbia","Canada","V9"
13710,"Destiny M Harris","1972-01-11","S","F","60000.00","3142 Broadway St.","Oak Bay","British Columbia","Canada","V8P"
13711,"Thomas J Mitchell","1972-01-29","S","M","60000.00","378 Canyon Road","Royal Oak","British Columbia","Canada","V8X"
13712,"Nancy E Martinez","1971-12-30","S","F","60000.00","5477 Limewood Place","Beaverton","Oregon","United States","97005"
13713,"Alexander M Walker","1971-08-06","S","M","60000.00","8587 Glenside Ct.","Sedro Woolley","Washington","United States","98284"
13714,"Amanda Ward","1959-01-15","M","F","20000.00","8251 N. 447th St.","Milwaukie","Oregon","United States","97222"
13715,"Eduardo Sanchez","1964-06-21","M","M","30000.00","952 Norman Ave.","Chula Vista","California","United States","91910"
13716,"Brandon Jai","1958-12-11","M","M","30000.00","1736 Canyon Rd","Downey","California","United States","90241"
13717,"Audrey H Gill","1959-01-10","M","F","30000.00","5989 Concord Ave","Beaverton","Oregon","United States","97005"
13718,"Marcus Barnes","1959-02-21","M","M","30000.00","7861 Silverado Dr.","Redmond","Washington","United States","98052"
13719,"Isaac Carter","1960-05-26","M","M","20000.00","4864 A St.","Langford","British Columbia","Canada","V9"
13720,"Cameron R Johnson","1960-03-18","M","M","20000.00","2733 Del Mar Ave.","Sooke","British Columbia","Canada","V0"
13721,"Lucas A Howard","1965-04-08","S","M","20000.00","4750 Bay View Dr.","Olympia","Washington","United States","98501"
13722,"Luke Campbell","1960-06-22","M","M","30000.00","6594 Jefferson St.","Puyallup","Washington","United States","98371"
13723,"Leonard D Raje","1965-08-02","M","M","30000.00","3675 Palms Dr","Burbank","California","United States","91502"
13724,"Charles J Thompson","1959-08-11","M","M","40000.00","5455 Via Romero","Mill Valley","California","United States","94941"
13725,"Nathan Henderson","1965-10-04","M","M","40000.00","4721 Cashew Lane","San Gabriel","California","United States","91776"
13726,"Austin C Lewis","1960-01-01","M","M","40000.00","5840 Falcon Dr.","Torrance","California","United States","90505"
13727,"Paula A Rubio","1971-10-02","M","F","40000.00","1011 Yolanda Circle","Berkeley","California","United States","94704"
13728,"Taylor Stewart","1961-02-22","M","F","40000.00","8678 Sierra Drive","Bellflower","California","United States","90706"
13729,"Jason Li","1961-04-08","M","M","40000.00","7527 Brook Way","Sedro Woolley","Washington","United States","98284"
13730,"Walter E Suarez","1961-06-23","M","M","40000.00","6155 Buckthorn Court","Bellingham","Washington","United States","98225"
13731,"Jan R James","1960-10-15","S","F","80000.00","7168 Belmont","Coronado","California","United States","92118"
13732,"Julian A Isla","1971-10-02","S","F","80000.00","1011 Yolanda Circle","N. Vancouver","British Columbia","Canada","V7L 4J4"
13733,"Sydney V Collins","1962-03-21","M","F","40000.00","8127 Vista Del Rio","Burien","Washington","United States","98168"
13734,"Kristi A Gonzalez","1973-01-02","M","F","40000.00","2627 Holiday Hills Drive","Berkeley","California","United States","94704"
13735,"Dennis Guo","1961-11-04","M","M","40000.00","7433 San Simeon Ct.","Bremerton","Washington","United States","98312"
13736,"Cole R Rivera","1978-01-16","M","M","40000.00","9145 Paso Del Rio Way","Spring Valley","California","United States","91977"
13737,"Garrett Sanders","1962-05-24","M","M","40000.00","8243 Atrice Lane","Bellflower","California","United States","90706"
13738,"Jose Young","1961-09-22","M","M","40000.00","1893 Cranbrook Way","Los Angeles","California","United States","90012"
13739,"Jason H Coleman","1962-02-12","M","M","40000.00","6985 Countrywood Ct","Renton","Washington","United States","98055"
13740,"Jada Ramirez","1963-04-06","M","F","40000.00","9055 Calafia Ave","Walla Walla","Washington","United States","99362"
13741,"Haley A Morgan","1963-04-18","M","F","40000.00","306 Winter Drive","Imperial Beach","California","United States","91932"
13742,"Benjamin Ross","1963-04-19","M","M","40000.00","9256 Santa Fe Street","Bremerton","Washington","United States","98312"
13743,"Isabella Anderson","1963-04-21","M","F","40000.00","3746 Via Romero","Oak Bay","British Columbia","Canada","V8P"
13744,"Alvin C Andersen","1968-10-08","M","M","40000.00","2583 Cypress Ave.","Bremerton","Washington","United States","98312"
13745,"Andrew J Robinson","1962-07-28","M","M","40000.00","6387 Scenic Avenue","Milwaukie","Oregon","United States","97222"
13746,"Janelle E Madan","1962-08-24","M","F","40000.00","5165 Halfmoon Court","Berkeley","California","United States","94704"
13747,"Brian J Torres","1974-04-06","M","M","40000.00","9870 Santa Maria Ct.","Kirkland","Washington","United States","98033"
13748,"José A Martinez","1969-04-06","M","M","80000.00","3539 Corte Poquito","Renton","Washington","United States","98055"
13749,"Julio C Alonso","1969-09-18","M","M","80000.00","8945 Euclid Ave.","Burlingame","California","United States","94010"
13750,"Raymond A Sai","1963-12-01","M","M","80000.00","8569 W St.","Bremerton","Washington","United States","98312"
13751,"Allison M Rivera","1964-03-18","S","F","80000.00","7224 Wren Avenue","Vancouver","British Columbia","Canada","V7L 4J4"
13752,"Isabella L Parker","1963-09-09","S","F","80000.00","5131 Rosemarie Place","La Jolla","California","United States","92806"
13753,"Rebecca Nicholls","1963-08-30","S","F","80000.00","9505 Hargate Court","Redwood City","California","United States","94063"
13754,"Paige Peterson","1964-01-24","S","F","80000.00","3208 Two Bay Road","Ballard","Washington","United States","98107"
13755,"Luke J Roberts","1970-01-15","S","M","60000.00","3693 Concord Ct.","Beaverton","Oregon","United States","97005"
13756,"Kaylee S Young","1964-11-28","S","F","60000.00","8356 Royal Ann Lane","Sooke","British Columbia","Canada","V0"
13757,"Jordyn N Griffin","1965-01-02","S","F","60000.00","P.O. Box 9178","Issaquah","Washington","United States","98027"
13758,"Alexandria A Bell","1964-11-18","S","F","60000.00","8346 Niagara Court","Langford","British Columbia","Canada","V9"
13759,"Jackson Scott","1965-01-13","M","M","60000.00","9941 Stonehedge Dr.","El Cajon","California","United States","92020"
13760,"Brian L Cooper","1964-12-21","M","M","60000.00","4867 Rosebuck Way","Langley","British Columbia","Canada","V3A 4R2"
13761,"Logan H Powell","1965-03-01","M","M","60000.00","1094 Loveridge Circle","Oregon City","Oregon","United States","97045"
13762,"Gavin Long","1964-08-20","M","M","60000.00","7150 San Miguel Circle","Royal Oak","British Columbia","Canada","V8X"
13763,"Stephanie D Richardson","1965-04-09","S","F","60000.00","1242 Frame Lane","Yakima","Washington","United States","98901"
13764,"Stephanie J Parker","1973-12-15","M","F","20000.00","42, impasse Ste-Madeleine","Dunkerque","Nord","France","59140"
13765,"Jaime Shen","1974-02-08","M","M","30000.00","5170 Isabel Dr","London","England","United Kingdom","W1N 9FA"
13766,"Joe Gill","1973-08-03","M","M","30000.00","14, rue Lauriston","Paris","Seine (Paris)","France","75005"
13767,"Linda Jimenez","1974-05-16","S","F","30000.00","Potsdamer Straße 757","München","Hamburg","Germany","80074"
13768,"Ross B Munoz","1979-04-17","M","M","40000.00","10, rue Royale","Courbevoie","Hauts de Seine","France","92400"
13769,"Brendan Kumar","1974-03-02","M","M","40000.00","401, avenue Reille","Lieusaint","Seine et Marne","France","77127"
13770,"Gerald A Moreno","1974-01-23","M","M","40000.00","Zollhof 1866","Frankfurt","Hessen","Germany","60323"
13771,"Victor L Moreno","1979-12-21","S","M","40000.00","Parkstr 42","Hamburg","Hamburg","Germany","20354"
13772,"Michele K Perez","1974-04-23","M","F","40000.00","6939 Hilltop Dr.","Peterborough","England","United Kingdom","PB12"
13773,"Dana L Blanco","1972-10-19","M","F","10000.00","1, place de Brazaville","Dunkerque","Nord","France","59140"
13774,"Steve L Guo","1973-01-07","S","M","10000.00","Rykestr 8295","Hamburg","Hessen","Germany","22001"
13775,"Patricia Subram","1978-03-12","S","F","10000.00","Postfach 8 44 99","Hannover","Nordrhein-Westfalen","Germany","30601"
13776,"Miguel Carter","1931-08-13","M","M","30000.00","4312 Cambridge Drive","Billericay","England","United Kingdom","CM11"
13777,"Manuel C Perez","1973-05-12","M","M","30000.00","8887 Entrada Circle","London","England","United Kingdom","W1N 9FA"
13778,"Roger L Huang","1973-05-11","M","M","30000.00","Kurfürstenstr 50","Braunschweig","Nordrhein-Westfalen","Germany","38001"
13779,"Manuel Garcia","1972-05-09","S","M","10000.00","33, avenue du Président-Kennedy","Paris","Seine (Paris)","France","75016"
13780,"Monica Perez","1972-01-17","M","F","20000.00","6, impasse Notre-Dame","Colombes","Hauts de Seine","France","92700"
13781,"Dominique Patel","1972-09-21","M","F","40000.00","11, quai de l´ Iton","Paris","Seine (Paris)","France","75005"
13782,"Kelli L Lu","1978-07-17","M","F","40000.00","Curieweg 99","Essen","Hamburg","Germany","45001"
13783,"Logan M Wright","1972-11-29","M","M","40000.00","2670 Trailview Circle","Peterborough","England","United Kingdom","PB12"
13784,"Spencer Griffin","1971-07-02","S","M","20000.00","3637 Pheasant Circle","Warrington","England","United Kingdom","WA1"
13785,"Clayton She","1971-08-25","S","M","30000.00","8606 Mendocino Dr.","London","England","United Kingdom","W1N 9FA"
13786,"Jon Chavez","1972-04-03","S","M","30000.00","Am Gallberg 82","Kassel","Hessen","Germany","34117"
13787,"Glenn Cai","1972-01-11","M","M","30000.00","Herzogstr 2998","Grevenbroich","Bayern","Germany","41485"
13788,"Kari Fernandez","1977-05-11","M","F","30000.00","5082 Longview Road","Birmingham","England","United Kingdom","B29 6SL"
13789,"Julie M Shan","1970-11-17","S","F","10000.00","Kapellstr 4767","Saarbrücken","Saarland","Germany","66001"
13790,"Nina O Deng","1970-12-17","S","F","20000.00","Nollendorfplatz 5662","Münster","Saarland","Germany","48001"
13791,"Audrey Martin","1971-04-25","S","F","20000.00","4610 Pinto Road","Milton Keynes","England","United Kingdom","MK8 8DF"
13792,"Charles Taylor","1970-10-12","S","M","20000.00","5241 St. Andrews Way","York","England","United Kingdom","YO15"
13793,"Jason Gonzales","1971-04-18","M","M","30000.00","Attaché de Presse","Roubaix","Nord","France","59100"
13794,"Mallory J Martin","1970-02-23","S","F","20000.00","8028 3910th Avenue","Woolston","England","United Kingdom","WA1 4SY"
13795,"Carl J Raje","1969-08-01","S","M","20000.00","Heideweg 2459","Frankfurt am Main","Hamburg","Germany","60355"
13796,"Martha L Zheng","1969-03-03","M","F","10000.00","Höhenstr 9419","Duesseldorf","Hessen","Germany","40605"
13797,"Franklin R Gao","1974-06-03","M","M","20000.00","Auf der Krone 123","Kiel","Saarland","Germany","24044"
13798,"Tammy C Randall","1968-09-15","S","F","20000.00","2382 Wicker Ave.","West Sussex","England","United Kingdom","RH15 9UD"
13799,"Bryan E Bailey","1977-08-16","S","M","30000.00","7, place de Brazaville","Chatou","Yveline","France","78400"
13800,"Logan Li","1969-01-29","M","M","30000.00","22, rue de l'Espace De Schengen","Lille","Nord","France","59000"
13801,"Colleen L Andersen","1969-05-09","S","F","30000.00","660, avenue de Malakoff","Chatou","Yveline","France","78400"
13802,"Tina Subram","1939-10-25","M","F","20000.00","26, rue des Grands Champs","Dunkerque","Nord","France","59140"
13803,"Krystal Zheng","1940-01-31","M","F","40000.00","Residenz Straße 45","Saarlouis","Saarland","Germany","66740"
13804,"Dawn A Luo","1976-01-10","M","F","40000.00","4785 Stillman Court","Birmingham","England","United Kingdom","B29 6SL"
13805,"Gabriel J Hernandez","1970-12-02","M","M","40000.00","3007 Hooftrail Way","Runcorn","England","United Kingdom","TY31"
13806,"Bryant C Mehta","1969-12-03","M","M","30000.00","46, rue Surcouf","Orly","Val de Marne","France","94310"
13807,"Frederick J Rana","1970-04-11","S","M","30000.00","Galeriestr 6819","Duesseldorf","Hessen","Germany","40605"
13808,"Richard L Perez","1975-10-31","S","M","30000.00","Zollhof 1866","Erlangen","Bayern","Germany","91054"
13809,"Lisa L Zhou","1969-07-04","M","F","40000.00","9739 Benedict Court","Milton Keynes","England","United Kingdom","MK8 8DF"
13810,"Vanessa Barnes","1969-10-06","M","F","40000.00","494 North Spoonwood Court","Watford","England","United Kingdom","WA3"
13811,"Sandra Chen","1968-10-15","S","F","30000.00","810, rue des Rosiers","Bobigny","Seine Saint Denis","France","93000"
13812,"Joanna Munoz","1968-11-22","S","F","30000.00","10, rue de Maubeuge","Orleans","Loiret","France","45000"
13813,"Kristen Sun","1969-05-22","M","F","30000.00","280, rue Lamarck","Tremblay-en-France","Seine Saint Denis","France","93290"
13814,"Sarah R Walker","1984-09-04","S","F","30000.00","6832 Cunha Ct.","Bury","England","United Kingdom","PE17"
13815,"Lacey Lin","1985-05-01","S","F","30000.00","6199 Mcelroy","London","England","United Kingdom","E17 6JF"
13816,"Marissa Henderson","1985-03-15","S","F","30000.00","5244 Davis Drive","Peterborough","England","United Kingdom","PB12"
13817,"Jenny Huang","1984-04-04","S","F","20000.00","14, avenue de la Gare","Colombes","Hauts de Seine","France","92700"
13818,"Dawn Chander","1984-02-17","S","F","20000.00","154, boulevard Tremblay","Drancy","Seine Saint Denis","France","93700"
13819,"Max K Gill","1983-09-29","S","M","20000.00","21, rue des Ecoles","Les Ulis","Essonne","France","91940"
13820,"Danny Alvarez","1969-04-06","M","M","40000.00","4770 Blue Jay Drive","London","England","United Kingdom","W1Y 3RA"
13821,"Allen O Lopez","1968-11-11","M","M","40000.00","619 Natalie Drive","Woolston","England","United Kingdom","WA1 4SY"
13822,"Jay Moyer","1967-12-06","M","M","40000.00","Nonnendamm 6","Erlangen","Bayern","Germany","91054"
13823,"Margaret D Zheng","1973-05-02","M","F","40000.00","48bis, boulevard du Montparnasse","Verrieres Le Buisson","Essonne","France","91370"
13824,"Destiny C Wood","1984-02-03","S","F","30000.00","Altendorfer Straße 421","Werne","Nordrhein-Westfalen","Germany","59368"
13825,"Kelvin E Ma","1983-05-13","S","M","30000.00","50, rue Royale","Lille","Nord","France","59000"
13826,"Candice He","1983-05-25","S","F","30000.00","Rotthäuser Weg 100","Darmstadt","Hessen","Germany","64283"
13827,"Nathan L Harris","1983-03-31","M","M","30000.00","Am Karlshof 8228","Frankfurt","Hessen","Germany","60323"
13828,"Jessie R Travers","1983-01-02","S","F","30000.00","Lieblingsweg 245","Frankfurt am Main","Saarland","Germany","60075"
13829,"Randall T Carlson","1982-09-08","S","M","30000.00","Lützowplatz 5928","Grevenbroich","Bayern","Germany","41485"
13830,"Andrea Cox","1983-01-31","S","F","30000.00","1318 Pinehurst Court","Esher-Molesey","England","United Kingdom","EM15"
13831,"Eddie A Alvarez","1981-05-19","S","M","20000.00","67bis, boulevard du Montparnasse","Morangis","Essonne","France","91420"
13832,"Priscilla R Raji","1981-10-25","S","F","20000.00","51, rue Henri Gagnon","Courbevoie","Hauts de Seine","France","92400"
13833,"Noah C Lewis","1981-10-05","S","M","20000.00","95, impasse Notre-Dame","Drancy","Seine Saint Denis","France","93700"
13834,"Naomi Suarez","1981-12-25","S","F","20000.00","7126, avenue de l´Europe","Morangis","Essonne","France","91420"
13835,"Hailey Brooks","1981-09-01","S","F","20000.00","90, route de Marseille","Paris","Seine (Paris)","France","75007"
13836,"Dominic C Sara","1981-10-05","S","M","30000.00","Altendorfer Straße 70","Hof","Bayern","Germany","95010"
13837,"Alyssa Lee","1982-02-10","S","F","30000.00","Buergermeister-ulrich-str 123","Hof","Bayern","Germany","95010"
13838,"Jill Rubio","1981-12-25","S","F","30000.00","1153 Loma Linda","Oxford","England","United Kingdom","OX14 4SE"
13839,"Manuel Madan","1979-09-05","S","M","10000.00","59bis, boulevard du Montparnasse","Roissy en Brie","Seine et Marne","France","77680"
13840,"Tommy Pal","1979-10-01","M","M","10000.00","70, allée des Princes","Boulogne-sur-Mer","Pas de Calais","France","62200"
13841,"Clayton Kumar","1979-07-04","S","M","20000.00","7753 Liana Lane","York","England","United Kingdom","Y03 4TN"
13842,"Kenneth J Xie","1985-07-12","S","M","20000.00","Hochstr 8111","Braunschweig","Nordrhein-Westfalen","Germany","38001"
13843,"Warren E Xie","1980-12-19","S","M","30000.00","855, rue Basse-du-Rocher","Saint Germain en Laye","Yveline","France","78100"
13844,"Phillip H Mehta","1981-02-06","S","M","30000.00","Postfach 77 06 06","Paderborn","Hamburg","Germany","33041"
13845,"Shawn C Nara","1981-04-24","M","M","40000.00","5497 Brandywine Way","Kirkby","England","United Kingdom","KB9"
13846,"Lisa R Zheng","1980-12-08","M","F","40000.00","8360 Frisbie Court","Newcastle upon Tyne","England","United Kingdom","NT20"
13847,"Kurt G Tang","1981-01-21","M","M","40000.00","4500 Willow Dr.","Oxford","England","United Kingdom","OX14 4SE"
13848,"Melissa W Blue","1983-03-23","S","F","40000.00","4708 Biscayne Court","W. Linn","Oregon","United States","97068"
13849,"Preston Rodriguez","1977-08-31","S","M","40000.00","2288 Gingham Way","Beaverton","Oregon","United States","97005"
13850,"Anthony Thompson","1978-02-13","S","M","40000.00","6837 Weber Bryan St.","Beverly Hills","California","United States","90210"
13851,"Seth Moore","1978-01-05","S","M","40000.00","1059 Delta Fair Blvd.","Port Hammond","British Columbia","Canada","V6B 3P7"
13852,"Ian D Robinson","1978-08-01","S","M","50000.00","6463 Landover Ln","N. Vancouver","British Columbia","Canada","V7L 4J4"
13853,"Connor R Zhang","1979-04-17","S","M","50000.00","2923 Napa St","Newton","British Columbia","Canada","V2M1N7"
13854,"Kyle Parker","1979-05-09","M","M","50000.00","8447 East Lake Court","Chula Vista","California","United States","91910"
13855,"Sarah C Washington","1984-08-02","S","F","50000.00","2887 Pinecrest Court","Colma","California","United States","94014"
13856,"Ian Scott","1976-09-20","S","M","40000.00","9845 Oxford Place","Lincoln Acres","California","United States","91950"
13857,"Victoria A Thompson","1976-12-02","M","F","60000.00","835 Heights Ave.","Woodburn","Oregon","United States","97071"
13858,"Melanie M Richardson","1982-03-14","M","F","60000.00","3200 Sandalwood Dr","San Diego","California","United States","92102"
13859,"Kristin Deng","1976-08-30","M","F","60000.00","4490 Chablis Court","Burlingame","California","United States","94010"
13860,"Olivia S Watson","1978-05-09","M","F","40000.00","2515 Live Oak","Haney","British Columbia","Canada","V2W 1W2"
13861,"Hailey L Rogers","1983-09-08","M","F","60000.00","7106 Cynthia Drive","Renton","Washington","United States","98055"
13862,"Andrew M Walker","1978-06-03","M","M","60000.00","6774 Bonanza","Bellflower","California","United States","90706"
13863,"Kevin L Long","1977-07-18","M","M","60000.00","3378 Coldwater Drive","Berkeley","California","United States","94704"
13864,"Robin H Torres","1983-10-19","M","F","60000.00","5022 Euclid Ave.","Berkeley","California","United States","94704"
13865,"Mariah Foster","1977-12-21","M","F","70000.00","3794 Francine Court","Novato","California","United States","94947"
13866,"Mya Butler","1978-02-13","M","F","70000.00","6049 Flora Ave","San Diego","California","United States","92102"
13867,"Luke Griffin","1976-03-25","M","M","50000.00","9754 Hilltop Dr","Lynnwood","Washington","United States","98036"
13868,"Shelby Morris","1976-01-10","S","F","60000.00","312 Via Del Verdes","Salem","Oregon","United States","97301"
13869,"Anna E Morgan","1974-08-09","M","F","50000.00","9491 Fountain Road","Burlingame","California","United States","94010"
13870,"Jonathan P Clark","1975-01-18","M","M","50000.00","8459 Live Oak Avenue","Lebanon","Oregon","United States","97355"
13871,"Sarah Gonzales","1980-09-28","S","F","50000.00","2286 Sunset Way","Palo Alto","California","United States","94303"
13872,"Alyssa H Henderson","1974-12-23","M","F","60000.00","6034 Sunset Circle","Marysville","Washington","United States","98270"
13873,"Russell L Jai","1977-02-07","M","M","70000.00","2728 River Ash Court","Concord","California","United States","94519"
13874,"Alyssa Bryant","1986-05-22","M","F","60000.00","8031 Danesta Dr.","Grossmont","California","United States","91941"
13875,"Samantha C Williams","1975-05-20","M","F","60000.00","1232 Nephi Court","El Cajon","California","United States","92020"
13876,"Sebastian R Murphy","1975-02-08","M","M","60000.00","7754 Camino Peral","Chula Vista","California","United States","91910"
13877,"Adam Lal","1974-02-16","M","M","60000.00","5053 Sea Point Way","Lakewood","California","United States","90712"
13878,"Sebastian B Gray","1974-01-01","M","M","60000.00","4493 N. Broadway","Oak Bay","British Columbia","Canada","V8P"
13879,"Derrick Hernandez","1974-03-08","S","M","60000.00","6228 La Cadena","Bellflower","California","United States","90706"
13880,"Marshall Kumar","1973-09-12","S","M","60000.00","6215 Louisiana Dr","Burien","Washington","United States","98168"
13881,"Jasmine T Wood","1979-05-04","S","F","60000.00","5725 Glazier Drive","Yakima","Washington","United States","98901"
13882,"Mariah Russell","1973-04-14","S","F","40000.00","2292 Springlake Drive","Imperial Beach","California","United States","91932"
13883,"Brandon Lal","1972-10-14","S","M","40000.00","3577 Pembroke Court","Long Beach","California","United States","90802"
13884,"Jada Rogers","1972-11-28","S","F","40000.00","8175 Tri-state Ave.","Bellingham","Washington","United States","98225"
13885,"Brian S Howard","1981-05-04","S","M","70000.00","5137 Heritage Oaks","Tacoma","Washington","United States","98403"
13886,"Rachel M Taylor","1976-03-25","M","F","70000.00","3277 Lakespring Pl.","Colma","California","United States","94014"
13887,"Nathan K Scott","1981-10-08","M","M","80000.00","4775 Imperial Dr.","Spring Valley","California","United States","91977"
13888,"Ian Brown","1984-05-01","S","M","70000.00","4540 Wood Ranch Circle","Everett","Washington","United States","98201"
13889,"Robert C Martin","1972-02-07","S","M","60000.00","9215 Hamilton Ave.","Lebanon","Oregon","United States","97355"
13890,"Jennifer W Carter","1977-09-12","S","F","60000.00","8437 Loveridge Circle","Beaverton","Oregon","United States","97005"
13891,"Aaron Simmons","1972-06-05","M","M","60000.00","9293 Liszt Way","Lakewood","California","United States","90712"
13892,"Spencer J Diaz","1977-11-21","S","M","60000.00","6841 Monti Dr.","Milwaukie","Oregon","United States","97222"
13893,"Dalton I Carter","1983-02-07","M","M","70000.00","4802 Haynes Court","Beaverton","Oregon","United States","97005"
13894,"Robyn I Ruiz","1974-08-25","M","F","70000.00","4612 Merriewood Drive","Bremerton","Washington","United States","98312"
13895,"Isabella Brooks","1975-06-24","S","F","70000.00","9471 Shell Dr.","Bremerton","Washington","United States","98312"
13896,"Hailey Mitchell","1980-10-06","S","F","70000.00","4082 Nightingale Drive","Burien","Washington","United States","98168"
13897,"Carol K Washington","1975-05-24","M","M","70000.00","89 River Ash Court","Burien","Washington","United States","98168"
13898,"Richard Baker","1986-04-06","S","M","70000.00","108 Lakeside Court","Corvallis","Oregon","United States","97330"
13899,"Cameron M Jones","1986-02-10","M","M","70000.00","1105 Meadowbrook Drive","Olympia","Washington","United States","98501"
13900,"Isaac Campbell","1985-10-07","M","M","70000.00","614 Shepberry Court","Olympia","Washington","United States","98501"
13901,"Oscar L Foster","1975-04-20","M","M","70000.00","5938 Greenwood Circle","W. Linn","Oregon","United States","97068"
13902,"Jeremiah Simmons","1974-09-15","M","M","70000.00","3725 Odin Dr.","Concord","California","United States","94519"
13903,"Elijah Hernandez","1975-05-27","S","M","80000.00","7198 Alvecedo","El Cajon","California","United States","92020"
13904,"Natalie J Thompson","1980-03-05","M","F","80000.00","5500 Grammercy Lane","Imperial Beach","California","United States","91932"
13905,"Christian Henderson","1980-03-03","M","M","80000.00","8192 Pine Creek Way","La Jolla","California","United States","92806"
13906,"Courtney L Evans","1976-06-21","S","F","40000.00","5086 Filling Ave.","Olympia","Washington","United States","98501"
